timestamp,ch0raw,ch1raw,key,activation prompt,classified activation,battery level,qx,qy,qz,qw,gx,gy,gz,ax,ay,az
249967.396,12643871,12582511,NULL,False,NONE,30.000,0.260,-0.325,0.523,0.744,-0.448,-0.615,0.224,-7.238,-0.441,6.438
249970.419,12643543,12585359,NULL,False,NONE,30.000,0.260,-0.325,0.523,0.744,-0.448,-0.615,0.224,-7.238,-0.441,6.438
250048.844,12643434,12584117,NULL,False,NONE,30.000,0.260,-0.325,0.524,0.744,-0.336,-0.336,0.112,-7.195,-0.441,6.473
250094.079,12640008,12581190,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,0.112,-0.224,-0.224,-7.234,-0.477,6.473
250172.509,12639382,12577892,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,-0.056,-0.504,0.112,-7.199,-0.477,6.438
250175.515,12639279,12578920,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,0.112,-0.336,0.056,-7.199,-0.477,6.473
250332.296,12636716,12574208,NULL,False,NONE,30.000,0.260,-0.325,0.524,0.744,0.336,-0.056,0.224,-7.195,-0.441,6.473
250353.412,12637179,12573371,NULL,False,NONE,30.000,0.260,-0.325,0.524,0.744,0.336,0.168,0.280,-7.195,-0.441,6.473
250356.379,12637225,12573829,NULL,False,NONE,30.000,0.260,-0.325,0.524,0.744,0.448,0.112,-0.056,-7.195,-0.441,6.473
250365.445,12636806,12573187,NULL,False,NONE,30.000,0.260,-0.325,0.524,0.744,0.448,0.392,0.280,-7.195,-0.441,6.473
250368.464,12636902,12574186,NULL,False,NONE,30.000,0.260,-0.325,0.524,0.744,0.448,0.392,0.280,-7.195,-0.441,6.473
250467.978,12634044,12569932,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,-1.175,-0.504,-0.112,-7.195,-0.441,6.473
250470.898,12633735,12570832,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,-1.175,-0.504,-0.112,-7.160,-0.441,6.512
250473.892,12633413,12572505,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,-1.343,-0.504,-0.056,-7.160,-0.441,6.512
250476.894,12632046,12572673,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,-1.119,-0.504,-0.560,-7.160,-0.441,6.512
250479.918,12634518,12572868,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,-1.119,-0.504,-0.560,-7.160,-0.441,6.512
250482.932,12632965,12572678,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,-0.895,-0.392,-0.504,-7.160,-0.441,6.512
250591.484,12633900,12573952,NULL,False,NONE,30.000,0.260,-0.324,0.524,0.744,0.112,-0.727,-0.448,-7.234,-0.441,6.398
250718.132,12631463,12572820,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.112,0.000,-0.056,-7.234,-0.477,6.473
250721.049,12632678,12571424,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.112,0.000,-0.056,-7.234,-0.477,6.473
250724.176,12634638,12571634,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,0.112,-0.224,-0.280,-7.234,-0.477,6.473
250727.077,12633671,12573059,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,0.112,-0.224,-0.280,-7.199,-0.477,6.473
250730.095,12633858,12573653,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.112,-0.224,-0.168,-7.199,-0.477,6.473
250751.280,12632811,12568744,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.056,0.000,-0.448,-7.199,-0.477,6.473
250754.164,12632611,12570731,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.336,0.168,-0.504,-7.199,-0.477,6.473
250757.188,12631977,12571448,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.336,0.168,-0.504,-7.199,-0.477,6.438
250760.186,12631625,12570340,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.168,0.056,-0.671,-7.199,-0.477,6.438
250763.175,12630389,12566940,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.168,0.056,-0.671,-7.199,-0.477,6.438
250766.178,12631391,12567492,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.336,0.112,-0.560,-7.199,-0.477,6.438
250769.241,12633264,12570172,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.392,0.000,-0.615,-7.199,-0.477,6.438
250772.265,12632028,12570502,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.392,0.000,-0.615,-7.199,-0.477,6.438
250775.274,12630485,12568107,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.448,0.112,-0.671,-7.199,-0.477,6.438
250778.199,12631383,12570164,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.615,0.112,-0.615,-7.199,-0.477,6.438
250781.245,12632254,12570601,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.615,0.112,-0.615,-7.199,-0.477,6.438
250784.214,12632536,12567787,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.168,0.112,-0.504,-7.199,-0.477,6.438
250787.233,12632547,12569658,NULL,False,NONE,30.000,0.260,-0.324,0.523,0.744,-0.168,0.112,-0.504,-7.199,-0.477,6.473
250790.252,12632020,12570236,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,-0.448,0.336,-0.727,-7.199,-0.477,6.473
250793.262,12630962,12567891,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,-0.224,0.168,-0.448,-7.199,-0.477,6.473
250886.698,12629625,12564961,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,0.168,-0.112,-0.168,-7.238,-0.516,6.438
250889.720,12630930,12565366,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,0.280,-0.056,-0.224,-7.195,-0.516,6.473
250892.757,12632062,12568912,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,0.280,-0.056,-0.224,-7.195,-0.516,6.473
250895.703,12631015,12569106,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,0.336,0.112,0.112,-7.195,-0.516,6.473
250898.752,12631018,12568648,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,0.336,0.112,0.112,-7.195,-0.516,6.473
250901.740,12627880,12568275,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,0.560,-0.224,-0.224,-7.195,-0.516,6.473
250931.930,12626713,12564524,NULL,False,NONE,30.000,0.261,-0.324,0.523,0.744,0.615,0.392,-0.112,-7.195,-0.516,6.473
251136.868,12721371,12652939,NULL,False,NONE,30.000,0.260,-0.329,0.520,0.744,-3.469,-0.671,-2.182,-7.461,-0.133,6.246
251139.861,12722124,12654485,NULL,False,NONE,30.000,0.260,-0.329,0.520,0.744,-4.141,-1.287,-2.462,-7.461,-0.133,6.246
251142.882,12722900,12657306,NULL,False,NONE,30.000,0.260,-0.329,0.520,0.744,-4.141,-1.287,-2.462,-7.461,-0.133,6.246
251145.887,12722263,12657681,NULL,True,NONE,30.000,0.260,-0.329,0.520,0.744,-4.141,-1.287,-2.462,-7.543,0.098,6.168
251148.905,12723630,12658438,NULL,True,NONE,30.000,0.260,-0.328,0.520,0.744,-5.260,-2.070,-3.189,-7.543,0.098,6.168
251169.992,12714423,12649229,NULL,True,NONE,30.000,0.261,-0.327,0.520,0.745,-6.714,-2.574,-4.085,-7.543,0.098,6.168
251173.020,12714671,12647063,NULL,True,NONE,30.000,0.261,-0.327,0.520,0.745,-6.714,-2.574,-4.085,-7.543,0.098,6.168
251176.012,12714146,12649919,NULL,True,NONE,30.000,0.261,-0.327,0.520,0.745,-6.714,-2.574,-4.085,-7.312,-0.020,6.359
251179.052,12711389,12648808,NULL,True,NONE,30.000,0.261,-0.327,0.520,0.745,-7.274,-2.742,-4.532,-7.312,-0.020,6.359
251182.007,12709714,12646197,NULL,True,NONE,30.000,0.262,-0.327,0.520,0.745,-7.442,-2.406,-4.924,-7.312,-0.020,6.359
251305.592,12623069,12561090,NULL,True,NONE,30.000,0.267,-0.319,0.518,0.747,-2.686,0.112,-2.966,-7.043,-0.938,6.551
251432.195,12617046,12553599,NULL,True,NONE,30.000,0.270,-0.321,0.516,0.747,0.671,3.413,-1.567,-7.277,-0.594,6.281
251435.211,12618626,12555984,NULL,True,NONE,30.000,0.270,-0.321,0.516,0.747,0.671,3.413,-1.567,-7.277,-0.594,6.281
251438.275,12617912,12555771,NULL,True,NONE,30.000,0.270,-0.321,0.515,0.747,1.119,2.910,-1.846,-7.277,-0.594,6.281
251555.766,12619534,12553437,NULL,True,NONE,30.000,0.270,-0.321,0.514,0.748,0.839,0.000,-0.056,-7.238,-0.898,6.438
251558.877,12619329,12554676,NULL,True,NONE,30.000,0.270,-0.321,0.514,0.748,1.007,0.560,0.615,-7.238,-0.898,6.438
251588.951,12617363,12555502,NULL,True,NONE,30.000,0.270,-0.321,0.514,0.748,2.070,0.615,0.951,-7.160,-0.824,6.473
251591.961,12617970,12550858,NULL,True,NONE,30.000,0.270,-0.321,0.514,0.748,2.070,0.615,0.951,-7.234,-0.707,6.473
251594.917,12617214,12553677,NULL,True,NONE,30.000,0.270,-0.321,0.514,0.748,2.350,0.839,1.623,-7.234,-0.707,6.473
251597.992,12619427,12553219,NULL,True,NONE,30.000,0.270,-0.321,0.514,0.748,2.798,1.007,1.567,-7.234,-0.707,6.473
251600.934,12619441,12553618,NULL,True,NONE,30.000,0.270,-0.321,0.514,0.748,2.798,1.007,1.567,-7.234,-0.707,6.473
251603.986,12618602,12555209,NULL,True,NONE,30.000,0.270,-0.322,0.514,0.748,2.686,1.063,1.902,-7.234,-0.707,6.473
251612.969,12618945,12550477,NULL,True,NONE,30.000,0.270,-0.322,0.514,0.748,2.574,0.727,2.070,-7.234,-0.707,6.473
251615.963,12618855,12551239,NULL,True,NONE,30.000,0.270,-0.322,0.514,0.748,2.574,0.727,2.070,-7.234,-0.707,6.473
251618.983,12623439,12557840,NULL,True,NONE,30.000,0.269,-0.322,0.514,0.748,2.350,0.783,2.070,-7.234,-0.707,6.473
251621.994,12621987,12556269,NULL,True,NONE,30.000,0.269,-0.322,0.514,0.748,2.350,0.783,2.070,-7.277,-0.633,6.398
251724.494,12359201,12315512,NULL,True,NONE,30.000,0.267,-0.321,0.516,0.748,0.448,-8.505,1.958,-7.316,-0.633,6.168
251727.535,12566843,12537632,NULL,True,NONE,30.000,0.267,-0.321,0.516,0.748,0.448,-8.505,1.958,-7.316,-0.633,6.168
251730.499,12628437,12571762,NULL,True,NONE,30.000,0.267,-0.321,0.516,0.748,1.399,-11.470,2.742,-7.316,-0.633,6.168
251733.521,12622994,12548575,NULL,True,NONE,30.000,0.267,-0.321,0.516,0.748,1.399,-11.470,2.742,-7.316,-0.633,6.168
251851.153,13063511,13038509,NULL,True,NONE,30.000,0.249,-0.312,0.526,0.751,4.364,-20.703,9.456,-6.816,-0.477,6.590
251854.090,13059651,13073078,NULL,True,NONE,30.000,0.249,-0.312,0.526,0.751,4.364,-20.703,9.456,-6.816,-0.477,6.590
251857.103,13041638,13055092,NULL,True,NONE,30.000,0.249,-0.311,0.526,0.751,4.141,-21.430,8.673,-6.816,-0.477,6.590
251860.109,13124029,13113485,NULL,True,NONE,30.000,0.248,-0.310,0.527,0.751,4.029,-22.829,8.113,-6.816,-0.477,6.590
251863.128,13090805,13107504,NULL,True,NONE,30.000,0.248,-0.310,0.527,0.751,4.029,-22.829,8.113,-6.816,-0.477,6.590
251866.192,13152279,13172503,NULL,False,NONE,30.000,0.247,-0.310,0.527,0.752,3.301,-23.780,6.602,-6.816,-0.477,6.590
251974.738,13067307,13127939,NULL,False,NONE,30.000,0.243,-0.305,0.529,0.754,0.448,6.826,-1.735,-6.469,-0.363,7.008
251977.693,13021918,13077708,NULL,False,NONE,30.000,0.243,-0.305,0.529,0.754,0.168,7.666,-1.958,-6.469,-0.363,7.008
252008.015,13060304,13061365,NULL,False,NONE,30.000,0.244,-0.307,0.528,0.753,-1.399,6.043,-1.175,-6.773,-0.441,7.086
252010.867,13057781,13103468,NULL,False,NONE,30.000,0.244,-0.307,0.528,0.753,-1.399,6.043,-1.175,-7.039,-0.363,6.629
252013.827,13073125,13089488,NULL,False,NONE,30.000,0.244,-0.307,0.528,0.753,-1.679,4.700,-1.063,-7.039,-0.363,6.629
