timestamp,ch0raw,ch1raw,key,activation prompt,classified activation,battery level,qx,qy,qz,qw,gx,gy,gz,ax,ay,az
853720.599,12647814,12587010,NULL,False,NONE,36.000,0.124,-0.489,0.018,0.863,-0.448,-0.951,0.280,-8.172,-1.910,4.742
853723.664,12646586,12585420,NULL,False,NONE,36.000,0.124,-0.489,0.018,0.864,0.112,-1.287,-0.168,-8.172,-1.910,4.742
853726.519,12646793,12586062,NULL,False,NONE,36.000,0.124,-0.489,0.018,0.864,0.112,-1.287,-0.168,-8.215,-1.910,4.781
853729.527,12647768,12586523,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.112,-1.399,0.112,-8.215,-1.910,4.781
853732.519,12647502,12585409,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,0.056,-1.623,-0.056,-8.215,-1.910,4.781
853735.601,12648032,12586024,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,0.056,-1.623,-0.056,-8.215,-1.910,4.781
853738.581,12646990,12586832,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,0.056,-1.343,-0.112,-8.215,-1.910,4.781
853741.545,12647156,12585569,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,0.056,-1.343,-0.112,-8.215,-1.910,4.781
853744.608,12647198,12584970,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.448,-1.735,-0.560,-8.215,-1.910,4.781
853747.575,12646868,12585577,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.112,-1.399,-0.112,-8.215,-1.910,4.781
853750.707,12647648,12585734,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.112,-1.399,-0.112,-8.215,-1.910,4.781
853753.603,12649209,12584903,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.448,-1.511,-0.671,-8.215,-1.910,4.781
853756.608,12646873,12583912,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.448,-1.511,-0.671,-8.215,-1.871,4.742
853759.630,12647041,12583880,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.504,-1.455,-0.112,-8.215,-1.871,4.742
853762.655,12646940,12584839,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.224,-1.846,-0.615,-8.215,-1.871,4.742
853765.646,12647273,12583952,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.224,-1.846,-0.615,-8.215,-1.871,4.742
853768.670,12647526,12585164,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.448,-2.070,-0.504,-8.215,-1.871,4.742
853771.703,12648812,12585678,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.448,-2.070,-0.504,-8.215,-1.871,4.742
853774.715,12648863,12583243,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.615,-1.902,-0.671,-8.215,-1.871,4.742
853777.825,12646964,12583281,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.615,-1.679,-0.783,-8.215,-1.871,4.742
853780.727,12647904,12585420,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.615,-1.679,-0.783,-8.215,-1.871,4.742
853783.818,12648120,12586752,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.336,-2.014,-0.839,-8.215,-1.871,4.742
853786.767,12648040,12586608,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.336,-2.014,-0.839,-8.215,-1.871,4.742
853789.787,12647449,12583979,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.336,-2.014,-0.839,-8.172,-1.871,4.781
853792.783,12647182,12586754,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.671,-1.902,-1.287,-8.172,-1.871,4.781
853795.810,12647521,12588190,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.671,-1.902,-1.287,-8.172,-1.871,4.781
853798.810,12646998,12589698,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.895,-1.735,-0.783,-8.172,-1.871,4.781
853801.840,12647164,12588185,NULL,False,NONE,36.000,0.124,-0.488,0.018,0.864,-0.895,-1.735,-0.783,-8.172,-1.871,4.781
853804.867,12647419,12588648,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.119,-1.511,-1.063,-8.172,-1.871,4.781
853807.894,12646045,12587631,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.343,-1.567,-1.063,-8.172,-1.871,4.781
853811.021,12646404,12587079,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.343,-1.567,-1.063,-8.172,-1.871,4.781
853813.877,12647004,12588132,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.231,-1.343,-1.119,-8.172,-1.871,4.781
853816.900,12646649,12588904,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.231,-1.343,-1.119,-8.172,-1.871,4.781
853819.914,12646554,12589120,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.119,-0.895,-0.671,-8.172,-1.871,4.781
853823.117,12646567,12586187,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.231,-1.007,-1.287,-8.172,-1.949,4.816
853825.898,12646977,12585726,NULL,False,NONE,36.000,0.124,-0.487,0.018,0.864,-1.231,-1.007,-1.287,-8.172,-1.949,4.816
853828.956,12645952,12587282,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.671,-1.175,-1.231,-8.172,-1.949,4.816
853831.938,12647843,12588830,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.671,-1.175,-1.231,-8.172,-1.949,4.816
853834.935,12647427,12586299,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.783,-0.727,-1.231,-8.172,-1.949,4.816
853837.962,12645744,12587847,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.671,-0.783,-1.231,-8.172,-1.949,4.816
853840.988,12644361,12585180,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.671,-0.783,-1.231,-8.172,-1.949,4.816
853844.140,12645123,12585430,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.615,-0.560,-1.455,-8.172,-1.949,4.816
853846.991,12644721,12584924,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.615,-0.560,-1.455,-8.172,-1.949,4.816
853850.021,12646095,12587546,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.560,-0.560,-1.343,-8.172,-1.949,4.816
853853.044,12646599,12588046,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.448,-0.615,-1.287,-8.176,-2.023,4.781
853856.037,12645568,12587681,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.448,-0.615,-1.287,-8.176,-2.023,4.781
853859.094,12643522,12585156,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.056,-0.727,-1.175,-8.176,-2.023,4.781
853862.122,12644364,12586954,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,-0.056,-0.727,-1.175,-8.176,-2.023,4.781
853865.080,12645344,12588156,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.280,-0.839,-1.399,-8.176,-2.023,4.781
853868.227,12644937,12586515,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.280,-0.839,-1.399,-8.176,-2.023,4.781
853871.098,12643679,12587410,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.504,-0.839,-1.343,-8.176,-2.023,4.781
853874.127,12645994,12586733,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.560,-1.063,-1.455,-8.176,-2.023,4.781
853877.320,12644939,12586648,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.560,-1.063,-1.455,-8.176,-2.023,4.781
853880.127,12643706,12586925,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.783,-0.951,-1.567,-8.176,-2.023,4.781
853883.154,12644886,12587831,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.895,-1.287,-1.399,-8.176,-2.023,4.781
853886.184,12643714,12587655,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.895,-1.287,-1.399,-8.215,-2.062,4.742
853889.185,12644311,12587071,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.783,-1.287,-1.063,-8.215,-2.062,4.742
853892.177,12643514,12583915,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,0.783,-1.287,-1.063,-8.215,-2.062,4.742
853895.202,12643842,12585428,NULL,False,NONE,36.000,0.125,-0.487,0.018,0.864,1.175,-1.231,-1.343,-8.215,-2.062,4.742
853898.227,12643820,12585497,NULL,False,NONE,36.000,0.125,-0.487,0.017,0.864,1.846,-1.343,-0.951,-8.215,-2.062,4.742
853901.273,12644204,12585564,NULL,False,NONE,36.000,0.125,-0.487,0.017,0.864,1.846,-1.343,-0.951,-8.215,-2.062,4.742
853904.215,12645174,12586509,NULL,False,NONE,36.000,0.125,-0.487,0.017,0.865,1.623,-1.455,-1.119,-8.215,-2.062,4.742
