timestamp,ch0raw,ch1raw,key,activation prompt,classified activation,battery level,qx,qy,qz,qw,gx,gy,gz,ax,ay,az
575358.697,12645983,12587777,NULL,False,NONE,40.000,0.120,-0.346,-0.012,0.931,-0.671,-2.014,-0.448,-6.180,-2.293,7.082
575361.690,12647667,12587652,NULL,False,NONE,40.000,0.120,-0.346,-0.012,0.931,-0.671,-2.014,-0.448,-6.180,-2.293,7.082
575364.709,12647552,12589536,NULL,False,NONE,40.000,0.120,-0.346,-0.012,0.931,-0.783,-2.070,-0.392,-6.180,-2.293,7.082
575367.726,12646780,12588928,NULL,False,NONE,40.000,0.120,-0.346,-0.012,0.931,-1.007,-2.070,-0.224,-6.180,-2.293,7.082
575370.889,12647827,12587125,NULL,False,NONE,40.000,0.120,-0.346,-0.012,0.931,-1.007,-2.070,-0.224,-6.180,-2.293,7.082
575373.732,12646303,12590098,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.063,-2.126,-0.448,-6.180,-2.293,7.082
575376.764,12645549,12588995,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.063,-2.126,-0.448,-6.180,-2.293,7.082
575379.821,12646394,12588830,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.063,-2.238,-0.224,-6.180,-2.293,7.082
575382.756,12647627,12588278,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.895,-1.735,-0.168,-6.141,-2.293,7.043
575385.841,12647227,12591318,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.895,-1.735,-0.168,-6.141,-2.293,7.043
575388.804,12646620,12588771,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.007,-1.735,-0.280,-6.141,-2.293,7.043
575391.905,12647124,12589088,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.007,-1.735,-0.280,-6.141,-2.293,7.043
575394.801,12646761,12587492,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.287,-1.343,-0.392,-6.141,-2.293,7.043
575397.827,12645760,12587966,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.895,-1.231,-0.168,-6.141,-2.293,7.043
575400.848,12647062,12589005,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.895,-1.231,-0.168,-6.141,-2.293,7.043
575404.010,12647331,12586978,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.007,-0.783,-0.504,-6.141,-2.293,7.043
575406.859,12648733,12589011,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.007,-0.783,-0.504,-6.141,-2.293,7.043
575409.899,12646767,12590252,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.287,-0.671,-0.448,-6.141,-2.293,7.043
575412.896,12649910,12591115,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.119,-0.504,-0.224,-6.141,-2.293,7.082
575415.893,12651618,12591653,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.119,-0.504,-0.224,-6.141,-2.293,7.082
575418.963,12651793,12590897,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.119,-0.560,0.000,-6.141,-2.293,7.082
575421.950,12650493,12592961,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-1.119,-0.560,0.000,-6.141,-2.293,7.082
575425.013,12648240,12591366,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.504,-0.336,-0.224,-6.141,-2.293,7.082
575427.942,12649066,12590031,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.727,-0.392,-0.112,-6.141,-2.293,7.082
575430.969,12649470,12590385,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.727,-0.392,-0.112,-6.141,-2.293,7.082
575433.964,12649726,12591025,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.671,-0.336,-0.224,-6.141,-2.293,7.082
575436.961,12649577,12592085,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.671,-0.336,-0.224,-6.141,-2.293,7.082
575439.959,12650203,12590500,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.392,-0.224,-0.224,-6.141,-2.293,7.082
575442.985,12649969,12590788,NULL,False,NONE,40.000,0.120,-0.345,-0.012,0.931,-0.392,-0.224,-0.224,-6.180,-2.371,7.043
575446.011,12649060,12591006,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.671,-0.336,-0.392,-6.180,-2.371,7.043
575449.033,12649574,12591275,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.671,-0.336,-0.392,-6.180,-2.371,7.043
575452.007,12649995,12590231,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.671,-0.336,-0.392,-6.180,-2.371,7.043
575455.032,12649582,12592287,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.336,-0.280,-0.112,-6.180,-2.371,7.043
575458.092,12650160,12591089,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.224,-0.671,-0.224,-6.180,-2.371,7.043
575461.040,12650198,12591392,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.224,-0.671,-0.224,-6.180,-2.371,7.043
575464.127,12649763,12591043,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.112,-0.671,-0.224,-6.180,-2.371,7.043
575467.098,12650155,12591611,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.112,-0.671,-0.224,-6.180,-2.371,7.043
575470.302,12649734,12591643,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.336,-0.783,-0.727,-6.180,-2.371,7.043
575473.093,12648527,12589096,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.336,-0.783,-0.727,-6.180,-2.371,7.043
575476.115,12647036,12592114,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,-0.224,-1.007,-0.560,-6.180,-2.371,7.004
575479.140,12648703,12590774,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,0.280,-0.951,-0.671,-6.180,-2.371,7.004
575482.144,12649316,12591403,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,0.280,-0.951,-0.671,-6.180,-2.371,7.004
575485.144,12648642,12592197,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,0.000,-1.623,-0.783,-6.180,-2.371,7.004
575488.168,12647619,12590444,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,0.000,-1.902,-0.783,-6.180,-2.371,7.004
575491.194,12647718,12589605,NULL,False,NONE,40.000,0.121,-0.345,-0.012,0.931,0.000,-1.902,-0.783,-6.180,-2.371,7.004
575494.187,12645483,12590412,NULL,False,NONE,40.000,0.121,-0.344,-0.012,0.931,-0.112,-1.846,-0.951,-6.180,-2.371,7.004
575497.242,12646287,12587423,NULL,False,NONE,40.000,0.121,-0.344,-0.012,0.931,-0.112,-1.846,-0.951,-6.180,-2.371,7.004
575500.214,12646218,12589450,NULL,False,NONE,40.000,0.121,-0.344,-0.012,0.931,0.280,-2.070,-0.895,-6.180,-2.371,7.004
575503.293,12646543,12591768,NULL,False,NONE,40.000,0.121,-0.344,-0.012,0.931,0.280,-2.070,-0.839,-6.180,-2.371,7.004
575506.224,12647742,12588483,NULL,False,NONE,40.000,0.121,-0.344,-0.012,0.931,0.280,-2.070,-0.839,-6.105,-2.371,7.121
575509.353,12646844,12587921,NULL,False,NONE,40.000,0.121,-0.344,-0.012,0.931,0.112,-2.182,-1.343,-6.105,-2.371,7.121
