timestamp,ch0raw,ch1raw,key,activation prompt,classified activation,battery level,qx,qy,qz,qw,gx,gy,gz,ax,ay,az
205165.426,12371726,12337165,NULL,False,NONE,35.000,0.267,-0.444,0.590,0.619,-0.839,-4.476,3.805,-8.344,2.012,4.445
205168.474,12373239,12337058,NULL,False,NONE,35.000,0.267,-0.444,0.590,0.619,-0.783,-4.700,2.854,-8.344,2.012,4.445
205171.473,12377619,12338260,NULL,False,NONE,35.000,0.267,-0.444,0.590,0.619,-0.783,-4.700,2.854,-7.926,2.090,4.750
205201.783,12400261,12359595,NULL,False,NONE,35.000,0.267,-0.443,0.591,0.620,-1.287,-2.910,0.448,-7.961,1.898,5.172
205204.622,12401199,12361507,NULL,False,NONE,35.000,0.266,-0.443,0.591,0.620,-1.287,-2.910,0.448,-7.961,1.898,5.172
205207.666,12402427,12362312,NULL,False,NONE,35.000,0.266,-0.443,0.591,0.620,-0.839,-2.238,-0.280,-7.961,1.898,5.172
205210.649,12408517,12366817,NULL,False,NONE,35.000,0.266,-0.443,0.591,0.620,-0.839,-2.238,-0.280,-7.961,1.898,5.172
205213.666,12407182,12365951,NULL,False,NONE,35.000,0.266,-0.443,0.591,0.620,-0.224,-1.343,-0.168,-7.961,1.898,5.172
205216.693,12406854,12366095,NULL,False,NONE,35.000,0.266,-0.443,0.591,0.620,-0.224,-1.343,-0.168,-7.961,1.898,5.172
205219.712,12409247,12370123,NULL,False,NONE,35.000,0.266,-0.443,0.591,0.620,0.224,0.000,-0.727,-7.961,1.898,5.172
205280.114,12450243,12406362,NULL,False,NONE,35.000,0.268,-0.445,0.589,0.619,4.364,8.169,-1.902,-8.266,1.668,4.863
205283.047,12452470,12408177,NULL,False,NONE,35.000,0.268,-0.445,0.589,0.619,4.364,8.169,-1.902,-8.266,1.668,4.863
205286.093,12458720,12413038,NULL,False,NONE,35.000,0.268,-0.446,0.589,0.619,4.924,7.889,-1.511,-8.266,1.668,4.863
205289.087,12460837,12414780,NULL,False,NONE,35.000,0.268,-0.446,0.588,0.619,4.532,7.889,-1.231,-8.266,1.668,4.863
205373.564,12512378,12467670,NULL,False,NONE,35.000,0.269,-0.449,0.586,0.618,1.846,3.189,0.504,-8.422,1.820,4.406
205376.583,12512498,12470936,NULL,False,NONE,35.000,0.269,-0.450,0.586,0.618,2.070,3.077,0.895,-8.422,1.820,4.406
205418.966,12544645,12494000,NULL,False,NONE,35.000,0.268,-0.450,0.586,0.618,0.560,-1.735,1.287,-8.766,1.820,4.406
205421.777,12543532,12493606,NULL,False,NONE,35.000,0.268,-0.450,0.586,0.618,0.168,-2.238,1.175,-8.766,1.820,4.406
205424.802,12544648,12497234,NULL,False,NONE,35.000,0.268,-0.450,0.586,0.618,0.448,-2.294,1.399,-8.766,1.820,4.406
205427.808,12548028,12500100,NULL,False,NONE,35.000,0.268,-0.450,0.586,0.618,0.448,-2.294,1.399,-8.461,1.934,4.559
205430.873,12550186,12498012,NULL,False,NONE,35.000,0.268,-0.450,0.587,0.618,0.336,-2.686,1.343,-8.461,1.934,4.559
205433.858,12554158,12501427,NULL,False,NONE,35.000,0.268,-0.450,0.587,0.618,0.336,-2.686,1.343,-8.461,1.934,4.559
205439.865,12552738,12500289,NULL,False,NONE,35.000,0.268,-0.450,0.587,0.618,-0.112,-2.910,0.895,-8.461,1.934,4.559
205451.919,12555572,12504381,NULL,False,NONE,35.000,0.268,-0.450,0.587,0.618,-0.056,-2.182,0.224,-8.461,1.934,4.559
205454.906,12555316,12501725,NULL,False,NONE,35.000,0.268,-0.450,0.587,0.618,-0.056,-1.567,0.448,-8.461,1.934,4.559
205457.928,12556760,12504115,NULL,False,NONE,35.000,0.268,-0.450,0.587,0.618,-0.056,-1.567,0.448,-8.117,1.934,4.711
